0	2014817504	Wed Jun 03 02:47:14 PDT 2009	NO_QUERY	SallytheShizzle	not tv time 
0	2014817812	Wed Jun 03 02:47:18 PDT 2009	NO_QUERY	antfinn	hmm, feeling very tired today and ive got a huge headache 
0	2014818044	Wed Jun 03 02:47:20 PDT 2009	NO_QUERY	VivAyrshire	Have to go to a meeting I don't want to go to 
0	2014818066	Wed Jun 03 02:47:20 PDT 2009	NO_QUERY	showbizbecky	is really enjoying my holiday but is slightly annoyed at the fact I can't sunbathe because it's a bit breezy and dusty stupid hay-fever! 
0	2014818200	Wed Jun 03 02:47:22 PDT 2009	NO_QUERY	michkaa	finding Poisson's ratio and young's modulus for stainless steel.  tough luck.
0	2014818209	Wed Jun 03 02:47:22 PDT 2009	NO_QUERY	leahbabyluv	Rain and thunder?! This really is June gloom at its finest then. I miss the bay 
0	2014818571	Wed Jun 03 02:47:27 PDT 2009	NO_QUERY	knightparsifal	why oh why did I not write more comments in my code 6 months ago 
0	2014818714	Wed Jun 03 02:47:29 PDT 2009	NO_QUERY	Chaziboy	I really wish i could play the Uncharted 2 Beta 
0	2014818892	Wed Jun 03 02:47:31 PDT 2009	NO_QUERY	Kaminix	Doing laundry.  Lots of it.
0	2014819049	Wed Jun 03 02:47:33 PDT 2009	NO_QUERY	ejblackburn	@JeremySkinner Multiple container vendors  can be a pain in the arse to support over time  Fun to experiment and play with though 
0	2014819064	Wed Jun 03 02:47:33 PDT 2009	NO_QUERY	arpitamukherjee	@rahulsah yeah sure... oh btw... a Tamil woman and her child were diagnosed of swine flu... not me 
0	2014819569	Wed Jun 03 02:47:39 PDT 2009	NO_QUERY	tinkcupcake	@cresh182 thats ok i forgive you, scotty doesnt know was a suitable end! ps i am having a BAD day 
0	2014819624	Wed Jun 03 02:47:40 PDT 2009	NO_QUERY	simha_k	Hey @jonasbrothers why you are not coming to Israel in the world tour?? 
0	2014819666	Wed Jun 03 02:47:40 PDT 2009	NO_QUERY	bettytr	@askheidi so sorry to hear that Heidi. I'll keep you and your family in my thoughts and prayers 
0	2014819707	Wed Jun 03 02:47:41 PDT 2009	NO_QUERY	kittydisco	@Dr_KeziahVella Aww. That sucks. 
0	2014820197	Wed Jun 03 02:47:47 PDT 2009	NO_QUERY	jocarlier	More marking 
0	2014820437	Wed Jun 03 02:47:49 PDT 2009	NO_QUERY	dearhummingbird	@maaikeanne it's all just a game of luck really. I want to be able to get to 200000 again 
